"id","version","baseMean","log2FoldChange","lcfSE","stat","pvalue","padj","status"
"ENSMUSG00000022803","12",738.239268536509,-0.952867718809079,0.14377075273205,-6.62768818206694,3.40984801146307e-11,1.9546953725712e-08,"down"
"ENSMUSG00000003559","7",799.064634630724,-1.23574592117219,0.187006767161833,-6.60802782662295,3.89473493697293e-11,2.14335053051495e-08,"down"
"ENSMUSG00000076435","3",982.079321703755,-1.34529384427855,0.205753533620511,-6.53837540773317,6.21906619972532e-11,3.29084279907004e-08,"down"
"ENSMUSG00000056486","17",655.06557509877,-1.41276255530217,0.217996539373448,-6.48066505717312,9.13191922182021e-11,4.65322017236305e-08,"down"
"ENSMUSG00000049502","16",2871.861535611,-0.846054564114261,0.131154917548484,-6.45080321751183,1.11258888670701e-10,5.46678496546968e-08,"down"
"ENSMUSG00000033152","13",453.070918707886,-1.07963465867571,0.169994015841873,-6.35101567151621,2.13897914504268e-10,9.80935835916573e-08,"down"
"ENSMUSG00000018796","13",161524.645632683,0.832024088491606,0.130939457321863,6.35426559349794,2.09424726780821e-10,9.80935835916573e-08,"up"
"ENSMUSG00000062382","7",1208.27780266025,0.879793137242223,0.13901794139208,6.32863016408,2.4734715623583e-10,1.09774263725566e-07,"up"
"ENSMUSG00000022468","11",510.616973657075,-1.13412344515661,0.18042343213119,-6.28589885338155,3.25962129426966e-10,1.40143343020506e-07,"down"
"ENSMUSG00000016319","3",27125.3689290266,0.742898128282191,0.120108185581891,6.18524145280403,6.20074862888181e-10,2.58514847382291e-07,"up"
"ENSMUSG00000034780","6",221.126397990256,1.48769018382699,0.242378155698324,6.1378888684946,8.36253273309802e-10,3.38387427476361e-07,"up"
"ENSMUSG00000026452","15",238.671639683304,1.58387818516534,0.258804865540159,6.11997066538756,9.3592585678654e-10,3.67899083933406e-07,"up"
"ENSMUSG00000050737","13",3938.82562065115,-1.26599724618827,0.210005061608296,-6.02841301296643,1.65577475281286e-09,6.31322734282096e-07,"down"
"ENSMUSG00000032334","9",4023.51982314967,0.956762799631067,0.158815783829839,6.02435587042267,1.69784424832371e-09,6.31322734282096e-07,"up"
